symbol,time,open,high,low,close,volume
INFY,2025-10-13 03:45:00+00:00,1449.81,1450.81,1443.71,1449.92,81649
INFY,2025-10-13 03:50:00+00:00,1453.08,1453.69,1450.57,1449.3,138934
INFY,2025-10-13 03:55:00+00:00,1459.02,1464.46,1457.85,1460.93,169122
INFY,2025-10-13 04:00:00+00:00,1457.58,1458.12,1456.22,1457.47,94971
INFY,2025-10-13 04:05:00+00:00,1458.1,1458.72,1457.61,1457.84,97430
INFY,2025-10-13 04:10:00+00:00,1460.63,1465.2,1457.75,1461.56,190850
INFY,2025-10-13 04:15:00+00:00,1462.91,1464.31,1461.9,1462.53,74882
INFY,2025-10-13 04:20:00+00:00,1462.68,1464.08,1458.79,1463.72,173869
INFY,2025-10-13 04:25:00+00:00,1461.39,1462.44,1459.77,1463.45,58428
INFY,2025-10-13 04:30:00+00:00,1457.77,1458.55,1457.08,1458.58,124040
INFY,2025-10-13 04:35:00+00:00,1456.13,1457.21,1455.67,1455.51,165110
INFY,2025-10-13 04:40:00+00:00,1460.26,1464.58,1458.41,1459.24,93513
INFY,2025-10-13 04:45:00+00:00,1457.19,1460.85,1453.74,1457.63,106349
INFY,2025-10-13 04:50:00+00:00,1454.98,1457.65,1454.39,1456.19,182970
INFY,2025-10-13 04:55:00+00:00,1454.66,1456.69,1451.69,1454.34,196733
INFY,2025-10-13 05:00:00+00:00,1455.2,1457.93,1453.04,1454.85,135766
INFY,2025-10-13 05:05:00+00:00,1451.95,1452.34,1450.84,1452.29,167590
INFY,2025-10-13 05:10:00+00:00,1451.33,1452.49,1449.09,1450.59,112464
INFY,2025-10-13 05:15:00+00:00,1452.32,1453.26,1452.0,1451.45,63464
INFY,2025-10-13 05:20:00+00:00,1453.52,1455.01,1452.66,1454.32,139817
INFY,2025-10-13 05:25:00+00:00,1451.61,1457.0,1448.51,1451.06,117940
INFY,2025-10-13 05:30:00+00:00,1449.65,1451.25,1449.27,1449.72,121879
INFY,2025-10-13 05:35:00+00:00,1446.85,1450.57,1444.08,1445.81,198288
INFY,2025-10-13 05:40:00+00:00,1446.21,1448.19,1440.08,1445.58,70505
INFY,2025-10-13 05:45:00+00:00,1447.24,1449.54,1446.37,1447.22,177072
INFY,2025-10-13 05:50:00+00:00,1441.91,1442.38,1437.65,1441.85,101433
INFY,2025-10-13 05:55:00+00:00,1439.0,1440.43,1438.45,1439.42,134712
INFY,2025-10-13 06:00:00+00:00,1435.62,1439.91,1433.35,1436.05,135716
INFY,2025-10-13 06:05:00+00:00,1436.56,1436.57,1435.94,1435.63,132440
INFY,2025-10-13 06:10:00+00:00,1434.24,1439.27,1432.24,1436.78,142018
INFY,2025-10-13 06:15:00+00:00,1435.69,1437.51,1429.19,1434.51,141132
INFY,2025-10-13 06:20:00+00:00,1437.51,1438.2,1434.55,1438.4,152056
INFY,2025-10-13 06:25:00+00:00,1439.88,1443.62,1437.73,1440.2,111933
INFY,2025-10-13 06:30:00+00:00,1439.05,1440.21,1436.52,1439.44,66140
INFY,2025-10-13 06:35:00+00:00,1437.07,1437.57,1435.65,1438.28,80513
INFY,2025-10-13 06:40:00+00:00,1438.38,1441.03,1434.92,1439.05,141820
INFY,2025-10-13 06:45:00+00:00,1438.49,1440.46,1434.18,1439.15,78586
INFY,2025-10-13 06:50:00+00:00,1436.46,1437.84,1429.72,1435.86,180728
INFY,2025-10-13 06:55:00+00:00,1434.96,1435.25,1434.32,1434.76,152242
